,Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
2268,Ashar Sapphire And Galleria ,1111 Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,950,24736,24,3,3,235
2269,Lodha The Park ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1439,49272,37,2,2,440
2270,Lodha The Park ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2890,53763,55,5,5,1000
2271,Unnamed Property,Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1440,23611,8,3,2,340
2272,Unnamed Property,Hill Facing Flat Available Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,1800,15000,12,3,3,270
2273,Cosmos Horizon 2 ,Pokhran 2 Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,700,19285,12,2,2,135
2274,Sadguru Complex ,1301 Goregaon East Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,800,33750,13,2,2,270
2275,Unnamed Property,Karanjade Navi Mumbai Mumbai,Karanjade Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,600,7000,5,1,1,42
2276,Hiranandani Rodas Enclave Eva ,Eva Near New Horizon School Rodas Enclave Hiranandani Estate Thane Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1250,18000,8,3,2,225
2277,L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900,24421,30,3,3,464
2278,L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400,25142,14,2,2,352
2279,L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400,24642,16,2,2,345
2280,Hiranandani Castle Rock ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,696,40948,12,2,2,285
2281,Hiranandani Castle Rock ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,696,42816,5,2,2,298
2282,Peninsula Celestia Spaces ,Celestia Spaces Next To Ashok Gardens Mumbai Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900,25789,20,3,3,490
2283,Unnamed Property,Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1110,31531,3,3,3,350
2284,Swaraj Imperial ,1203 Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1225,10204,8,2,2,125
2285,Dosti Ambrosia ,Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1416,19067,13,2,2,270
2286,Dosti Ambrosia ,Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1310,20305,28,2,2,266
2287,Oberoi Splendor ,Oberoi Splendor Nr Oberoi International School Jvlr Andheri East Mumbai 400060 Jogeshwari East Mumbai,Jogeshwari Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1377,22875,2,3,2,315
2288,Unnamed Property,Vasant Vihar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,740,18243,5,2,2,135
2289,Unnamed Property,Pawar Nagar Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700,13571,3,2,2,95
2290,Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700,21428,16,2,2,150
2291,Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700,22142,15,2,2,155
2292,Vaibhavlaxmi Aurigae Residency ,Thakur complex Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,657,15220,8,1,2,100
2293,Unnamed Property,Ap Shah Collage Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,0 to 1 Year,Ready To Move,Carpet Area,450,12000,3,1,1,54
2294,Unnamed Property,At Santacruz Hasnabad Lane Santacruz West Mumbai South West Mumbai,Santacruz Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1650,40303,11,3,3,665
2295,Hiranandani Athena and Barca ,Athena Opp Poddar School Hiranandani Estate Patlipada thane West Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000,15700,7,2,2,157
2296,Unnamed Property,Madison Opp Arcadia Shopping Center Hiranandani Estate Patlipada Thane West Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Super Built Up Area,875,12342,2,2,2,108
2297,Unnamed Property,Vasant Vihar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,386,19430,4,1,1,75
2298,Silver Oaks Apartment ,Vasant Garden Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Built Up Area,960,18750,4,2,2,180
2299,Luxora Crystal Spires ,Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Carpet Area,1050,20476,5,3,2,215
2300,Kalpataru Siddhachal 8 ,Vasant Vihar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,688,22819,5,2,2,157
2301,SD Epsilon Tower ,Samta Nagar Kandivali East Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Super Built Up Area,1585,23028,31,3,3,365
2302,Unnamed Property,Kandivali West Mumbai,Kandivali Mumbai,10+ Year,Ready To Move,Carpet Area,450,23333,6,1,2,105
2303,Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1581,10752,7,3,3,170
2304,Devkrupa Dev Arpan ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,400,12500,2,1,1,50
2305,Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1500,11333,7,3,3,170
2306,Kabra Shubharambh CHS ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Built Up Area,585,11965,6,1,1,70
2307,Shital Tapovan Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,670,8656,11,1,2,58
2308,Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,958,12734,24,2,2,122
2309,Unnamed Property,Ivy Tower Dindoshi Mumbai,Tower Dindoshi,10+ Year,Ready To Move,Super Built Up Area,1550,20000,10,3,4,310
2310,Unnamed Property,Thane West Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,419,22673,3,1,1,95
2311,Unnamed Property,Manpada Thane Mumbai,Manpada Thane,10+ Year,Ready To Move,Built Up Area,1500,10333,12,3,3,155
2312,Unnamed Property,90 Ft Road Mulund East Mumbai Gavane Pada Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,645,24806,9,2,2,160
2313,Neelam Sumangal ,Mulund East Mumbai Mulund Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,575,17565,2,1,2,101
2314,Sainath Heights ,Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,865,19537,7,2,2,169
2315,Unnamed Property,Building No 9 Neelam Nagar Phase 2 Mulund East Mumbai Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,510,23725,1,1,1,121
2316,Unnamed Property,178 Sector 9 Charkop Mumbai,Charkop Mumbai,10+ Year,Ready To Move,Built Up Area,2200,9090,2,3,3,200
2317,Unnamed Property,Worli South Mumbai Mumbai,South Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1092,52564,49,3,3,574
2318,Shailesh Riddhi Siddhi Residency ,On Request Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1260,8333,10,2,2,105
2319,Infinity Avenue ,On Request Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1000,7300,1,2,2,73
2320,Mahaavir Mannat ,801 Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1165,8841,8,2,2,103
2321,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,510,6470,17,1,1,33
2322,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734,8446,11,2,2,62
2323,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,827,7980,16,3,2,66
2324,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734,7493,15,2,2,55
2325,Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734,7220,6,2,2,53
2326,Ravi Gaurav City ,606 Mira Road East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,590,11016,6,2,2,65
2327,Star Paradise ,605 Bevarly Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,630,13809,6,2,2,87
2328,Ravi GAURAV RESIDENCY ,408 4th Floor Mira Bhayandar Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,590,9322,4,1,2,55
2329,RNA NG Galaxy ,204 Mira Road Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,590,12619,2,1,2,53
2330,Unnamed Property,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,380,45789,11,1,2,174
2331,Hiranandani Torino ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1440,45138,27,3,3,650
2332,Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,695,6402,7,1,2,44
2333,Hiranandani Atlantis ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,772,50518,21,2,2,390
2334,DB Ozone ,504 Dahisar East Mumbai,Dahisar Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,910,13934,15,2,2,85
2335,Dipti Surya CHS ,Jogeshwari East Mumbai,Jogeshwari Mumbai,0 to 1 Year,Ready To Move,Carpet Area,408,29901,4,1,1,122
2336,Prathamesh Krupa Kedar Darshan ,Azad Nagar Andheri West Mumbai,Andheri Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,750,27333,11,2,2,185
2337,Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,715,6643,2,1,2,47
2338,Paradise Sai Sapphire ,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,695,7769,5,1,2,54
2339,Gurnani Palms ,Andheri West Amboli Mumbai,Andheri Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,850,28235,7,2,2,245
2340,RNA NG Eclat ,Lokhandwala Andheri West Mumbai,Andheri Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1050,30476,9,2,2,270
2341,Neminath Luxeria ,SV Patel Nagar Mumbai,Patel Nagar,1 to 5 Year,Ready To Move,Super Built Up Area,1100,20545,20,3,3,226
2342,Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1125,6755,5,2,2,76
2343,Paradigm EL Signora ,Oshiwara Mumbai,Oshiwara Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,650,26461,12,2,2,172
2344,Hiranandani Sorrento ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,380,46052,12,1,2,175
2345,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,387,37467,5,1,2,145
2346,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,386,37305,8,1,2,144
2347,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,382,36649,13,1,2,140
2348,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,385,40259,11,1,2,155
2349,Unnamed Property,Azad Nagar Mumbai,Azad Nagar,1 to 5 Year,Ready To Move,Super Built Up Area,600,22500,11,1,2,135
2350,Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,704,6889,5,1,2,48
2351,Hiranandani Zen Maple ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,382,37958,9,1,1,145
2352,Dream Maple ,Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,720,6388,5,1,2,46
2353,Unnamed Property,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,380,37368,20,1,2,142
2354,Hiranandani Glen Croft ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,1480,38513,5,3,3,570
2355,Unnamed Property,002 Jogeshwari East Mumbai,Jogeshwari Mumbai,5 to 10 Year,Ready To Move,Carpet Area,225,13333,0,1,1,30
2356,Susharda Edifice Celestial ,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,595,18487,10,1,1,110
2357,Susharda Edifice Celestial ,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,990,15656,21,2,2,155
2358,Mohan Greenwoods ,Manjarli Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,580,5862,5,1,2,34
2359,Unnamed Property,603 Kanakia Park Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,725,7794,6,1,2,56
2360,RNA NG Silver Spring ,1002 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,999,8608,5,2,2,86
2361,Unnamed Property,603 Kanakia Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,900,8501,5,2,2,76
2362,Paradise Sai Mannat ,Sector 34A Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,2000,11750,8,3,3,235
2363,Paradise Sai Mannat ,Sector 34A Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1305,10727,20,2,2,140
2364,Salasar Aashirwad ,604 Mira Road East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,650,9300,6,1,1,60
2365,Unnamed Property,201 Mira Road East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,1000,8400,2,2,2,84
2366,Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,469,7142,10,1,2,33
2367,Mukti Shantinath Tower ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,690,4291,13,1,2,29
2368,Unnamed Property,0000 Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Super Built Up Area,980,14795,5,2,2,145
2369,Unnamed Property,Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100,25454,8,2,2,280
2370,Unnamed Property,Tilak Nagar Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Super Built Up Area,600,21590,15,1,1,95
2371,Unnamed Property,Tilak Nagar Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Super Built Up Area,650,22727,13,1,1,100
2372,Unnamed Property,Tilak Nagar Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1100,24000,15,2,2,180
2373,Unnamed Property,Tilak Nagar Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,550,25757,7,1,1,85
2374,Wadhwa Crown Residences ,1209 Goregaon West Mumbai,Goregaon Mumbai,0 to 1 Year,Ready To Move,Carpet Area,710,33661,12,2,2,239
2375,Kalpataru Sunrise ,Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,800,13125,15,2,2,105
2376,Unnamed Property,Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1100,367137,1,2,2,265
2377,Unnamed Property,Dhokali Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,745,11275,15,2,2,84
2378,Unnamed Property,10mins Walking Distance From Seawoods Rly Stn Sector 44A Seawoods Navi Mumbai Mumbai,Seawoods Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1660,19578,8,3,3,325
2379,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1650,14666,17,3,3,242
2380,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1810,15193,37,3,3,275
2381,Bhoomi Harmony ,Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1310,8396,12,2,2,110
2382,Unnamed Property,501 Manpada Thane Mumbai,Manpada Thane,10+ Year,Ready To Move,Carpet Area,440,14772,5,1,1,65
2383,Unnamed Property,305 Dhokali Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,440,13181,3,1,1,58
2384,Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Carpet Area,680,19117,12,2,2,130
2385,Regency Heights ,Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,816,18259,8,2,2,149
2386,One Hiranandani Park ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,535,29906,20,2,2,160
2387,Unnamed Property,906 Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Built Up Area,1002,12974,9,2,2,130
2388,Runwal Pearl ,701 Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Carpet Area,400,17375,6,1,2,69
2389,Hiranandani The Walk ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,420,21190,4,1,2,89
2390,Unnamed Property,A 110 Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,10+ Year,Ready To Move,Carpet Area,450,12222,2,1,1,55
2391,Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Carpet Area,660,18181,3,2,2,120
2392,Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Carpet Area,725,17241,6,2,2,125
2393,Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Built Up Area,1000,20500,7,3,2,205
2394,DB Ozone ,Dahisar East Mumbai,Dahisar Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,882,7936,9,2,2,70
2395,DB Ozone ,Dahisar East Mumbai,Dahisar Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,878,8769,14,2,2,77
2396,Vaishnavi Heights ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Carpet Area,461,10195,10,1,1,47
2397,Kanakia Paris ,Bandra Kurla Complex Mumbai South West Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,860,36046,7,2,2,310
2398,Kanakia Paris ,Bandra Kurla Complex Mumbai South West Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1034,33849,10,3,2,350
2399,Hubtown Gardenia ,Chandan Shanti Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,815,12269,4,2,2,100
2400,Unique Shanti The Address ,Mira Road Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,750,10000,2,1,2,75
2401,Unnamed Property,Bevarly Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,620,13709,5,2,2,85
2402,Unnamed Property,Medetiya Nagar Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Built Up Area,650,12000,4,2,2,78
2403,Primus Residences ,Near Grand Hyaat Santacruz East Mumbai South West Mumbai,Santacruz Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000,23500,9,2,2,235
2404,Platinum Silver Classic ,Roadpali Navi Mumbai Mumbai,Roadpali Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1035,6376,7,2,2,66
2405,Reliable Balaji Shrishti ,Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,690,7536,4,1,2,52
2406,Runwal My City ,2101 Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,401,8952,24,1,2,35
2407,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,500,6650,16,1,1,33
2408,Runwal My City ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,560,8750,24,2,2,49
2409,Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,638,7014,8,2,2,44
2410,Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,500,6950,7,1,1,34
2411,Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1081,27382,48,3,2,296
2412,Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,782,38107,47,3,2,298
2413,Hiranandani Castle Rock ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,629,47535,5,2,2,299
2414,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,352,38352,7,1,2,135
2415,Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,430,14651,11,1,1,63
2416,Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,900,10555,1,2,2,95
2417,Gurukrupa Aramus Complex ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,430,13953,2,1,2,60
2418,Lakhanis Oasis ,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,440,11818,6,1,1,52
2419,Satnam Paradise ,Thane Lok Upvan Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,950,9473,5,2,2,90
2420,Platinum Emporius ,Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,850,15529,9,2,2,132
2421,Unnamed Property,Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,390,17692,4,1,2,69
2422,Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Carpet Area,1057,21286,3,4,4,225
2423,Bhakti Aura ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,695,8633,11,1,1,60
